2009,06,17,13301
2009,06,18,13301
2009,06,19,13301
2009,06,22,13288
2009,06,23,13273
2009,06,24,13283
2009,06,25,13328
2009,06,26,13333
2009,06,29,13343
2009,06,30,13329
2009,07,01,13324
2009,07,02,13290
2009,07,06,13263
2009,07,07,13253
2009,07,08,13208
2009,07,09,13276
2009,07,10,13270
2009,07,13,13313
2009,07,14,13299
2009,07,15,13309
2009,07,16,13309
2009,07,17,13309
2009,07,20,13307
2009,07,21,13282
2009,07,22,13314
2009,07,23,13337
2009,07,24,13324
2009,07,27,13324
2009,07,28,13324
2009,07,29,13324
2009,07,30,13361
2009,07,31,13388
2009,08,03,13495
2009,08,04,13510
2009,08,05,13491
2009,08,06,13491
2009,08,07,13495
2009,08,10,13498
2009,08,11,13488
2009,08,12,13502
2009,08,13,13504
2009,08,14,13504
2009,08,17,13482
2009,08,18,13497
2009,08,19,13498
2009,08,20,13490
2009,08,21,13508
2009,08,24,13514
2009,08,25,13513
2009,08,26,13514
2009,08,27,13526
2009,08,28,13524
2009,08,31,13527
2009,09,01,13523
2009,09,02,13541
2009,09,03,13550
2009,09,04,13570
2009,09,08,13589
2009,09,09,13581
2009,09,10,13596
2009,09,11,13596
2009,09,14,13596
2009,09,15,13596
2009,09,16,13596
2009,09,17,13596
2009,09,18,13596
2009,09,21,13596
2009,09,22,13596
2009,09,23,13596
2009,09,24,13596
2009,09,25,13596
2009,09,28,13596
2009,09,29,13596
2009,09,30,13596
2009,10,01,13596
2009,10,02,13596
2009,10,05,13596
2009,10,06,13596
2009,10,07,13596
2009,10,08,13596
2009,10,09,13596
2009,10,12,13596
2009,10,13,13596
2009,10,14,13596
2009,10,15,13596
2009,10,16,13596
2009,10,19,13596
2009,10,20,13596
2009,10,21,13596
2009,10,22,13596
2009,10,23,13596
2009,10,26,13596
2009,10,27,13596
2009,10,28,13572
2009,10,29,13646
2009,10,30,13562
2009,11,02,13551
2009,11,03,13553
2009,11,04,13561
2009,11,05,13586
2009,11,06,13582
2009,11,09,13606
2009,11,10,13610
2009,11,11,13610
2009,11,12,13610
2009,11,13,13610
2009,11,16,13610
2009,11,17,13610
2009,11,18,13610
2009,11,19,13610
2009,11,20,13610
2009,11,23,13610
2009,11,24,13610
2009,11,25,13610
2009,11,27,13610
2009,11,30,13570
2009,12,01,13592
2009,12,02,13588
2009,12,03,13602
2009,12,04,13590
2009,12,07,13590
2009,12,08,13590
2009,12,09,13590
2009,12,10,13590
2009,12,11,13590
2009,12,14,13590
2009,12,15,13590
2009,12,16,13590
2009,12,17,13590
2009,12,18,13590
2009,12,21,13590
2009,12,22,13590
2009,12,23,13590
2009,12,24,13590
2009,12,28,13590
